Cust_Age,Qualification,Work_exp,Anual_Income,House_Mortgage,Fam_size,CreditCard_usage,AvgCC,Brokerage_Acc,CD_Acc,Banking_type,Personal_loan,ID_Cust
32,level_2,4,2480.4,0.0,3,Active,21.25764,YES,NO,Offline,Denied,2907
38,level_1,10,3897.0,6732.0,2,Inactive,141.7176,NO,NO,Online,Denied,2908
36,level_3,9,5031.0,0.0,5,Inactive,49.60115999999999,NO,NO,Online,Denied,2909
63,level_2,34,2905.2,0.0,5,Inactive,177.147,NO,NO,Online,Denied,2910
52,level_3,25,5810.4,0.0,2,Inactive,92.11644000000001,NO,NO,Online,Denied,2911
35,level_3,7,2267.1,11763.0,2,Inactive,42.51528,NO,NO,Online,Denied,2912
47,level_1,21,10770.3,0.0,3,Inactive,531.441,NO,NO,Online,Denied,2913
33,level_2,7,8007.3,22320.9,3,Inactive,141.7176,NO,NO,Offline,Denied,2914
54,level_3,28,4535.1,14950.8,3,Inactive,70.8588,NO,NO,Online,Denied,2915
32,level_1,6,9990.9,0.0,3,Inactive,306.818604,NO,NO,Offline,Denied,2916
32,level_2,5,4889.7,0.0,2,Inactive,56.68704,NO,NO,Online,Denied,2917
60,level_3,33,638.1,0.0,3,Inactive,14.17176,NO,NO,Online,Denied,2918
43,level_3,15,11266.2,0.0,2,Inactive,389.7234,NO,YES,Online,Applied,2919
53,level_1,25,2834.1,0.0,5,Active,127.54584,YES,NO,Offline,Denied,2920
31,level_3,3,2905.2,0.0,2,Active,134.63172,NO,NO,Online,Denied,2921
42,level_1,16,4180.5,0.0,5,Inactive,189.192996,NO,NO,Online,Denied,2922
48,level_1,21,5669.1,0.0,5,Active,28.34352,NO,NO,Online,Denied,2923
47,level_2,18,2834.1,0.0,4,Inactive,70.8588,NO,NO,Online,Denied,2924
59,level_3,31,4322.7,0.0,2,Inactive,155.88936,NO,NO,Offline,Denied,2925
35,level_2,7,7085.7,8928.0,2,Inactive,191.31876,NO,NO,Online,Denied,2926
43,level_1,17,11691.9,0.0,3,Inactive,566.8704,NO,NO,Online,Denied,2927
68,level_1,41,4606.2,0.0,4,Inactive,170.06112,NO,NO,Offline,Denied,2928
44,level_1,18,6377.4,17360.1,5,Inactive,56.68704,YES,NO,Offline,Denied,2929
60,level_1,32,3897.0,0.0,5,Inactive,177.147,NO,NO,Online,Denied,2930
35,level_3,7,5951.7,0.0,2,Inactive,205.49052,NO,NO,Online,Denied,2931
61,level_1,35,3046.5,0.0,5,Inactive,92.11644000000001,NO,NO,Online,Denied,2932
37,level_2,9,5951.7,0.0,5,Inactive,155.88936,NO,NO,Online,Denied,2933
35,level_3,7,5951.7,0.0,2,Inactive,205.49052,NO,NO,Online,Denied,2934
56,level_1,29,12967.2,0.0,2,Active,573.95628,NO,NO,Online,Denied,2935
43,level_1,16,4535.1,0.0,5,Inactive,28.34352,NO,NO,Online,Denied,2936
42,level_3,10,1346.4,8219.7,2,Inactive,53.1441,NO,NO,Offline,Denied,2937
43,level_2,16,638.1,0.0,3,Active,21.25764,NO,NO,Offline,Denied,2938
49,level_2,21,4606.2,0.0,2,Inactive,106.2882,YES,NO,Online,Denied,2939
56,level_3,24,5881.5,0.0,2,Inactive,212.5764,NO,NO,Offline,Denied,2940
33,level_1,5,1487.7,0.0,4,Inactive,70.8588,NO,NO,Online,Denied,2941
62,level_3,35,9566.1,0.0,4,Inactive,21.25764,NO,NO,Online,Applied,2942
35,level_3,3,5243.4,0.0,5,Inactive,283.4352,NO,NO,Offline,Denied,2943
61,level_2,33,5102.1,16013.7,3,Inactive,49.60115999999999,NO,NO,Offline,Denied,2944
32,level_1,4,1062.9,6022.8,5,Inactive,28.34352,NO,NO,Online,Denied,2945
28,level_2,0,3826.8,0.0,4,Inactive,77.94468,NO,NO,Online,Denied,2946
65,level_2,38,4180.5,0.0,4,Inactive,35.4294,NO,NO,Online,Denied,2947
56,level_1,28,10982.7,18139.5,2,Active,70.8588,NO,NO,Online,Denied,2948
53,level_1,25,6022.8,0.0,5,Active,347.20812,NO,NO,Online,Denied,2949
49,level_3,21,1062.9,5455.8,5,Inactive,42.51528,NO,NO,Online,Denied,2950
45,level_3,18,2125.8,0.0,2,Inactive,35.4294,NO,NO,Online,Denied,2951
28,level_3,0,13817.7,0.0,4,Inactive,448.536204,YES,YES,Online,Applied,2952
26,level_1,-2,9566.1,0.0,3,Inactive,510.18336,NO,NO,Online,Denied,2953
62,level_1,36,3472.2,14454.9,5,Inactive,155.88936,YES,NO,Online,Denied,2954
30,level_1,4,2692.8,0.0,5,Inactive,113.37408,NO,NO,Offline,Denied,2955
37,level_2,8,2125.8,0.0,5,Inactive,70.8588,YES,NO,Offline,Denied,2956
51,level_3,25,4606.2,0.0,3,Active,70.8588,NO,NO,Online,Denied,2957
39,level_1,12,12754.8,0.0,2,Active,609.38568,NO,NO,Online,Denied,2958
48,level_3,22,5172.3,8290.8,2,Inactive,56.68704,NO,NO,Offline,Denied,2959
49,level_2,21,6022.8,0.0,3,Active,120.45996000000001,NO,NO,Offline,Denied,2960
33,level_1,6,12754.8,0.0,3,Inactive,474.75396,NO,NO,Offline,Denied,2961
45,level_1,18,8007.3,23029.2,3,Inactive,28.34352,YES,NO,Offline,Denied,2962
27,level_3,1,1983.6,0.0,2,Inactive,70.8588,NO,NO,Online,Denied,2963
32,level_2,4,1701.0,5739.3,2,Inactive,28.34352,NO,NO,Online,Denied,2964
54,level_2,27,2409.3,8077.5,3,Active,49.60115999999999,NO,NO,Online,Denied,2965
42,level_1,15,6022.8,0.0,3,Inactive,28.34352,NO,NO,Online,Denied,2966
33,level_1,5,7865.1,0.0,3,Inactive,14.17176,NO,NO,Offline,Denied,2967
52,level_1,24,7227.9,0.0,3,Inactive,446.41044,NO,NO,Online,Denied,2968
51,level_1,23,2054.7,0.0,5,Active,127.54584,NO,NO,Online,Denied,2969
37,level_3,11,12754.8,40460.4,2,Active,255.09168,NO,YES,Online,Applied,2970
65,level_2,37,13108.5,25367.4,3,Inactive,559.78452,NO,NO,Online,Applied,2971
40,level_2,11,5314.5,0.0,4,Inactive,165.101004,NO,NO,Online,Denied,2972
62,level_2,36,4180.5,0.0,2,Inactive,0.0,YES,NO,Offline,Denied,2973
65,level_3,37,7936.2,0.0,5,Active,170.06112,NO,NO,Online,Denied,2974
64,level_1,37,3401.1,0.0,4,Inactive,155.88936,NO,NO,Offline,Denied,2975
62,level_1,36,2125.8,8361.0,5,Active,92.11644000000001,NO,NO,Online,Denied,2976
59,level_1,31,8503.2,0.0,3,Active,141.7176,NO,NO,Offline,Denied,2977
60,level_1,33,10062.0,13675.5,3,Active,276.34932,NO,NO,Online,Denied,2978
67,level_2,40,4889.7,0.0,5,Inactive,7.08588,NO,NO,Online,Denied,2979
54,level_3,28,3613.5,0.0,2,Active,113.37408,YES,NO,Offline,Denied,2980
33,level_3,7,779.4,5669.1,2,Active,35.4294,NO,NO,Online,Denied,2981
61,level_1,34,4251.6,0.0,3,Inactive,198.40463999999997,NO,NO,Online,Denied,2982
55,level_2,27,5739.3,13675.5,4,Inactive,120.45996000000001,NO,NO,Online,Denied,2983
58,level_3,32,4109.4,17076.6,2,Inactive,127.54584,NO,NO,Online,Denied,2984
46,level_3,18,1275.3,0.0,3,Inactive,7.08588,NO,NO,Online,Denied,2985
50,level_1,22,5669.1,0.0,4,Inactive,77.94468,NO,NO,Offline,Denied,2986
58,level_3,32,11408.4,0.0,2,Inactive,410.98104,YES,NO,Offline,Applied,2987
47,level_2,19,2125.8,0.0,4,Active,35.4294,NO,NO,Online,Denied,2988
37,level_3,11,2976.3,0.0,2,Inactive,106.2882,NO,NO,Online,Denied,2989
62,level_1,34,7227.9,0.0,3,Active,141.7176,NO,NO,Online,Denied,2990
67,level_1,41,11196.0,0.0,3,Inactive,148.80348,NO,NO,Offline,Denied,2991
40,level_2,12,3755.7,0.0,3,Inactive,170.06112,NO,NO,Online,Denied,2992
65,level_3,33,2409.3,0.0,2,Active,106.2882,NO,NO,Online,Denied,2993
44,level_1,17,5243.4,0.0,4,Active,212.5764,NO,NO,Offline,Denied,2994
29,level_1,2,9211.5,13605.3,4,Inactive,311.77872,NO,NO,Online,Applied,2995
31,level_2,3,2125.8,11124.9,5,Inactive,21.25764,NO,NO,Offline,Denied,2996
31,level_2,5,3117.6,0.0,4,Active,7.08588,NO,NO,Online,Denied,2997
44,level_1,18,3188.7,0.0,2,Inactive,49.60115999999999,YES,NO,Online,Denied,2998
29,level_1,1,5881.5,0.0,3,Active,14.17176,NO,NO,Offline,Denied,2999
59,level_1,32,7227.9,0.0,2,Inactive,184.23288000000002,NO,NO,Online,Denied,3000
46,level_1,20,10274.4,0.0,2,Active,248.00580000000002,NO,NO,Offline,Denied,3001
28,level_1,2,6732.0,0.0,4,Inactive,56.68704,NO,NO,Online,Denied,3002
51,level_3,23,1771.2,0.0,2,Inactive,99.20231999999999,NO,NO,Online,Denied,3003
38,level_2,9,2196.9,0.0,5,Inactive,70.8588,YES,NO,Online,Denied,3004
36,level_3,9,7440.3,0.0,4,Inactive,85.03056,YES,NO,Offline,Denied,3005
54,level_2,26,13746.6,0.0,3,Inactive,403.89516000000003,NO,NO,Online,Applied,3006
43,level_2,17,6660.9,23170.5,4,Inactive,269.26344,YES,YES,Online,Applied,3007
48,level_3,20,850.5,0.0,5,Active,42.51528,NO,NO,Offline,Denied,3008
51,level_1,25,1558.8,5881.5,5,Inactive,14.17176,NO,NO,Online,Denied,3009
38,level_2,12,5951.7,0.0,2,Active,56.68704,NO,NO,Online,Denied,3010
44,level_2,17,2267.1,0.0,5,Inactive,0.0,NO,NO,Online,Denied,3011
59,level_1,33,8644.5,10841.4,3,Active,425.1528,YES,YES,Online,Denied,3012
55,level_3,23,4606.2,0.0,5,Inactive,141.7176,NO,NO,Online,Denied,3013
57,level_1,29,7014.6,18706.5,3,Active,99.20231999999999,NO,NO,Online,Denied,3014
32,level_1,4,5172.3,0.0,4,Active,233.83403999999996,NO,YES,Online,Applied,3015
38,level_3,11,4535.1,0.0,5,Inactive,148.80348,NO,NO,Offline,Denied,3016
35,level_2,7,3472.2,0.0,5,Inactive,155.88936,NO,NO,Online,Denied,3017
45,level_3,18,5881.5,0.0,4,Active,35.4294,NO,NO,Offline,Denied,3018
32,level_3,4,7794.9,0.0,2,Inactive,205.49052,NO,NO,Online,Denied,3019
45,level_3,18,3543.3,0.0,5,Inactive,134.63172,NO,NO,Offline,Denied,3020
31,level_2,3,4606.2,17289.9,5,Inactive,127.54584,NO,NO,Offline,Denied,3021
46,level_2,17,850.5,0.0,4,Inactive,47.475396,NO,NO,Online,Denied,3022
51,level_1,24,9211.5,19911.6,5,Inactive,77.94468,NO,YES,Online,Applied,3023
34,level_1,7,8857.8,0.0,2,Active,0.0,NO,NO,Online,Denied,3024
30,level_2,4,4889.7,12045.6,4,Inactive,49.60115999999999,NO,NO,Offline,Denied,3025
53,level_3,27,2976.3,0.0,5,Inactive,7.08588,NO,NO,Offline,Denied,3026
33,level_2,5,2267.1,9211.5,3,Inactive,21.25764,NO,NO,Online,Denied,3027
65,level_1,37,9849.6,0.0,3,Inactive,488.92572,NO,NO,Offline,Denied,3028
29,level_2,1,9495.0,21753.9,2,Inactive,120.45996000000001,NO,NO,Online,Applied,3029
49,level_1,21,1558.8,7369.2,2,Inactive,14.17176,NO,NO,Offline,Denied,3030
65,level_1,39,11337.3,0.0,3,Active,148.80348,NO,NO,Online,Denied,3031
52,level_2,25,2480.4,0.0,4,Active,120.45996000000001,NO,NO,Online,Denied,3032
28,level_1,0,10982.7,0.0,3,Inactive,510.18336,NO,NO,Offline,Denied,3033
28,level_3,2,9353.7,0.0,3,Active,170.06112,NO,NO,Offline,Applied,3034
55,level_1,29,8361.0,0.0,3,Inactive,21.25764,NO,NO,Online,Denied,3035
57,level_1,29,3755.7,0.0,2,Inactive,99.20231999999999,NO,NO,Offline,Denied,3036
58,level_2,29,3188.7,8007.3,5,Inactive,177.147,NO,NO,Online,Denied,3037
62,level_3,35,13534.2,0.0,5,Inactive,396.80927999999994,NO,NO,Offline,Applied,3038
53,level_1,25,5669.1,0.0,2,Inactive,347.20812,NO,NO,Offline,Denied,3039
37,level_2,11,2692.8,9637.2,2,Inactive,106.2882,NO,NO,Online,Denied,3040
54,level_3,28,5102.1,0.0,2,Inactive,113.37408,NO,NO,Online,Denied,3041
67,level_2,40,6944.4,23596.2,4,Inactive,127.54584,NO,NO,Offline,Denied,3042
58,level_3,32,7298.1,0.0,4,Inactive,283.4352,NO,NO,Offline,Applied,3043
34,level_1,7,5810.4,15660.0,3,Active,177.147,NO,NO,Online,Denied,3044
34,level_1,6,2196.9,0.0,2,Inactive,21.25764,NO,NO,Offline,Denied,3045
44,level_1,16,2692.8,0.0,2,Inactive,14.17176,YES,NO,Offline,Denied,3046
66,level_3,39,8077.5,0.0,2,Inactive,56.68704,NO,NO,Online,Denied,3047
62,level_2,33,2976.3,13746.6,5,Inactive,177.147,NO,NO,Online,Denied,3048
29,level_1,3,6377.4,0.0,4,Inactive,56.68704,NO,NO,Online,Denied,3049
61,level_3,33,708.3,0.0,5,Inactive,49.60115999999999,NO,NO,Online,Denied,3050
61,level_3,33,4180.5,0.0,4,Inactive,99.20231999999999,NO,NO,Offline,Denied,3051
56,level_2,29,4251.6,0.0,5,Active,269.26344,NO,NO,Online,Denied,3052
52,level_2,23,1346.4,7369.2,2,Active,35.4294,NO,NO,Offline,Denied,3053
30,level_1,4,5739.3,19557.0,4,Inactive,106.2882,NO,NO,Online,Denied,3054
39,level_1,11,5031.0,13108.5,2,Active,177.147,NO,NO,Online,Denied,3055
60,level_3,33,4322.7,13675.5,3,Inactive,162.97523999999999,NO,NO,Online,Denied,3056
36,level_2,8,5739.3,14738.4,4,Inactive,63.77292,NO,NO,Online,Denied,3057
58,level_1,31,3826.8,0.0,5,Inactive,148.80348,NO,NO,Online,Denied,3058
32,level_1,6,9990.9,0.0,3,Inactive,306.818604,NO,NO,Online,Denied,3059
56,level_2,30,5526.9,0.0,5,Inactive,70.8588,NO,NO,Online,Denied,3060
45,level_1,19,2480.4,0.0,4,Inactive,35.4294,NO,NO,Online,Denied,3061
35,level_1,7,2763.9,0.0,5,Active,56.68704,NO,NO,Online,Denied,3062
31,level_3,5,1275.3,6660.9,2,Active,28.34352,NO,NO,Online,Denied,3063
58,level_3,30,4322.7,0.0,2,Active,155.88936,NO,NO,Online,Denied,3064
43,level_1,17,8432.1,18636.3,3,Inactive,432.23868,YES,NO,Online,Denied,3065
44,level_1,18,5031.0,7511.4,4,Inactive,165.101004,YES,NO,Online,Denied,3066
60,level_3,32,1346.4,0.0,5,Inactive,49.60115999999999,NO,NO,Offline,Denied,3067
39,level_2,13,5598.0,19840.5,5,Inactive,7.08588,NO,NO,Online,Denied,3068
33,level_1,7,12045.6,0.0,2,Inactive,425.1528,NO,NO,Online,Denied,3069
55,level_2,29,6589.8,18139.5,2,Inactive,191.31876,NO,NO,Online,Denied,3070
37,level_1,9,3046.5,0.0,3,Inactive,21.25764,NO,NO,Online,Denied,3071
34,level_1,8,9070.2,0.0,3,Inactive,306.818604,NO,NO,Online,Denied,3072
46,level_1,20,8644.5,0.0,2,Inactive,21.25764,YES,NO,Online,Denied,3073
64,level_1,38,10557.9,0.0,2,Inactive,333.03636000000006,NO,NO,Online,Denied,3074
29,level_1,3,7723.8,0.0,3,Inactive,177.147,NO,NO,Online,Denied,3075
36,level_1,9,2905.2,0.0,2,Inactive,70.8588,NO,NO,Online,Denied,3076
66,level_3,40,1275.3,0.0,3,Active,21.25764,YES,YES,Online,Denied,3077
47,level_1,19,7723.8,0.0,4,Inactive,77.94468,NO,NO,Offline,Denied,3078
31,level_3,3,2763.9,0.0,5,Inactive,148.80348,NO,NO,Online,Denied,3079
39,level_2,12,3684.6,0.0,3,Inactive,77.94468,NO,NO,Online,Denied,3080
51,level_2,24,9778.5,0.0,3,Inactive,155.88936,NO,NO,Online,Applied,3081
63,level_3,37,921.6,0.0,3,Inactive,21.25764,NO,NO,Online,Denied,3082
36,level_1,9,4606.2,0.0,5,Active,92.11644000000001,NO,NO,Offline,Denied,3083
63,level_2,35,4180.5,0.0,2,Inactive,198.40463999999997,NO,NO,Offline,Denied,3084
31,level_2,3,2196.9,0.0,5,Inactive,21.25764,NO,NO,Online,Denied,3085
29,level_1,1,6448.5,0.0,3,Inactive,14.17176,NO,NO,Online,Denied,3086
34,level_3,2,5031.0,7652.7,3,Inactive,124.00290000000001,NO,NO,Offline,Denied,3087
55,level_3,28,1275.3,7723.8,5,Active,7.08588,YES,YES,Online,Denied,3088
61,level_1,33,7227.9,0.0,3,Inactive,99.20231999999999,NO,NO,Online,Denied,3089
47,level_1,19,2692.8,0.0,3,Inactive,49.60115999999999,NO,NO,Offline,Denied,3090
37,level_1,10,2196.9,0.0,4,Inactive,92.11644000000001,NO,NO,Offline,Denied,3091
37,level_1,10,2125.8,0.0,4,Active,92.11644000000001,YES,YES,Online,Denied,3092
40,level_3,13,11904.3,0.0,3,Inactive,92.11644000000001,NO,NO,Offline,Applied,3093
52,level_1,26,10486.8,35996.4,3,Inactive,28.34352,NO,NO,Offline,Denied,3094
31,level_2,5,3117.6,0.0,4,Active,7.08588,NO,NO,Online,Denied,3095
59,level_3,32,1771.2,0.0,3,Active,14.17176,NO,NO,Online,Denied,3096
59,level_1,33,8574.3,0.0,2,Inactive,304.69284,YES,NO,Offline,Denied,3097
56,level_3,24,5102.1,15447.6,4,Active,99.20231999999999,NO,NO,Offline,Denied,3098
48,level_1,22,10062.0,0.0,3,Inactive,233.83403999999996,NO,NO,Offline,Denied,3099
54,level_1,28,11549.7,8219.7,3,Inactive,28.34352,NO,NO,Online,Denied,3100
54,level_2,27,2763.9,0.0,5,Inactive,14.17176,YES,NO,Online,Denied,3101
41,level_1,15,11904.3,10770.3,3,Inactive,566.8704,YES,NO,Offline,Denied,3102
66,level_1,40,2834.1,0.0,3,Inactive,77.94468,NO,NO,Online,Denied,3103
28,level_3,0,5314.5,0.0,4,Inactive,21.25764,NO,NO,Offline,Denied,3104
51,level_2,23,5810.4,0.0,3,Inactive,170.06112,NO,NO,Offline,Denied,3105
39,level_3,11,2054.7,0.0,3,Active,99.20231999999999,NO,NO,Online,Denied,3106
44,level_2,18,11196.0,19628.1,3,Active,28.34352,NO,NO,Offline,Applied,3107
49,level_1,23,14101.2,0.0,3,Inactive,472.62819599999995,NO,NO,Online,Denied,3108
31,level_1,3,2480.4,6235.2,3,Active,21.25764,NO,YES,Online,Denied,3109
36,level_1,9,13817.7,8644.5,3,Inactive,212.5764,NO,NO,Online,Denied,3110
54,level_1,26,5598.0,12967.2,4,Inactive,56.68704,NO,NO,Offline,Denied,3111
56,level_2,28,6660.9,0.0,2,Inactive,134.63172,NO,NO,Offline,Denied,3112
43,level_1,17,11337.3,0.0,3,Inactive,566.8704,NO,NO,Online,Denied,3113
64,level_3,37,2054.7,0.0,2,Active,21.25764,NO,NO,Offline,Denied,3114
54,level_1,28,8361.0,7936.2,3,Inactive,481.83984000000004,NO,NO,Online,Denied,3115
55,level_3,29,3755.7,0.0,5,Inactive,7.08588,NO,NO,Offline,Denied,3116
37,level_2,9,5739.3,0.0,2,Inactive,191.31876,NO,NO,Online,Denied,3117
38,level_1,11,7794.9,0.0,2,Active,269.26344,NO,NO,Online,Denied,3118
43,level_1,17,4109.4,0.0,5,Active,189.192996,NO,NO,Online,Denied,3119
33,level_1,6,6518.7,0.0,3,Inactive,233.83403999999996,NO,NO,Offline,Denied,3120
67,level_1,39,6660.9,8503.2,5,Active,290.52108,NO,YES,Online,Applied,3121
46,level_3,20,5598.0,0.0,5,Active,141.7176,YES,YES,Online,Denied,3122
35,level_3,9,8857.8,0.0,2,Inactive,304.69284,NO,NO,Online,Applied,3123
57,level_3,25,1629.9,6235.2,5,Inactive,28.34352,NO,NO,Offline,Denied,3124
44,level_3,17,4464.0,0.0,3,Inactive,155.88936,NO,NO,Online,Denied,3125
50,level_3,24,1701.0,0.0,2,Inactive,63.77292,NO,NO,Offline,Denied,3126
67,level_2,41,7440.3,19981.8,2,Inactive,212.5764,YES,YES,Online,Applied,3127
39,level_1,11,3046.5,0.0,2,Inactive,141.7176,NO,NO,Online,Denied,3128
44,level_2,17,6377.4,0.0,2,Active,7.08588,NO,NO,Offline,Denied,3129
64,level_3,38,5526.9,0.0,2,Inactive,127.54584,NO,NO,Offline,Denied,3130
37,level_1,9,2125.8,11549.7,5,Inactive,70.8588,NO,NO,Online,Denied,3131
58,level_2,29,2976.3,0.0,5,Inactive,177.147,NO,NO,Offline,Denied,3132
40,level_2,14,4464.0,0.0,2,Inactive,255.09168,YES,NO,Online,Denied,3133
62,level_2,33,10912.5,0.0,2,Inactive,212.5764,YES,YES,Online,Applied,3134
33,level_1,6,12329.1,0.0,3,Active,474.75396,NO,NO,Online,Denied,3135
30,level_2,3,3826.8,0.0,5,Inactive,42.51528,NO,NO,Online,Denied,3136
36,level_3,8,7014.6,15376.5,3,Inactive,318.8646,NO,NO,Offline,Denied,3137
52,level_1,25,2054.7,0.0,3,Inactive,92.11644000000001,NO,NO,Offline,Denied,3138
29,level_1,3,5951.7,0.0,4,Active,106.2882,NO,NO,Online,Denied,3139
51,level_2,24,9778.5,0.0,3,Inactive,155.88936,NO,NO,Online,Applied,3140
34,level_1,7,7936.2,5739.3,2,Inactive,269.26344,NO,NO,Online,Denied,3141
64,level_3,37,2905.2,0.0,4,Active,63.77292,NO,NO,Online,Denied,3142
42,level_3,14,2125.8,6093.9,3,Inactive,56.68704,NO,NO,Offline,Denied,3143
47,level_1,19,8857.8,0.0,2,Inactive,170.06112,NO,NO,Offline,Denied,3144
47,level_2,21,7227.9,5739.3,5,Inactive,333.03636000000006,NO,NO,Offline,Applied,3145
51,level_1,25,2125.8,0.0,5,Active,14.17176,NO,YES,Online,Denied,3146
42,level_1,14,5739.3,0.0,4,Inactive,7.08588,NO,NO,Online,Denied,3147
32,level_1,6,10912.5,0.0,2,Inactive,425.1528,NO,NO,Offline,Denied,3148
59,level_2,32,9566.1,0.0,4,Inactive,340.12224,YES,YES,Online,Applied,3149
61,level_2,33,6306.3,0.0,5,Active,134.63172,NO,NO,Online,Denied,3150
36,level_3,10,1558.8,6022.8,2,Inactive,35.4294,NO,NO,Offline,Denied,3151
44,level_3,18,2763.9,0.0,2,Inactive,21.25764,NO,NO,Online,Denied,3152
64,level_1,38,11408.4,0.0,2,Active,205.49052,YES,YES,Online,Denied,3153
67,level_1,40,4180.5,0.0,4,Inactive,170.06112,NO,NO,Offline,Denied,3154
65,level_2,38,1983.6,6306.3,3,Inactive,35.4294,NO,NO,Online,Denied,3155
60,level_3,33,4251.6,0.0,5,Inactive,92.11644000000001,NO,NO,Online,Denied,3156
42,level_3,14,1558.8,0.0,3,Inactive,99.20231999999999,NO,NO,Offline,Denied,3157
36,level_2,8,708.3,0.0,2,Inactive,28.34352,NO,NO,Online,Denied,3158
30,level_2,2,2905.2,11408.4,4,Inactive,77.94468,NO,NO,Online,Denied,3159
45,level_3,18,2905.2,0.0,2,Inactive,21.25764,NO,NO,Online,Denied,3160
63,level_2,36,2834.1,0.0,4,Inactive,35.4294,YES,NO,Online,Denied,3161
36,level_1,10,2409.3,11620.8,2,Inactive,120.45996000000001,NO,NO,Offline,Denied,3162
28,level_1,2,5810.4,14101.2,3,Inactive,177.147,NO,NO,Offline,Denied,3163
34,level_1,7,6944.4,12116.7,2,Inactive,297.60696,YES,YES,Offline,Applied,3164
65,level_1,38,2905.2,12258.9,3,Active,106.2882,NO,NO,Online,Denied,3165
46,level_3,20,4818.6,6448.5,2,Inactive,56.68704,NO,NO,Offline,Denied,3166
41,level_1,15,3755.7,0.0,2,Inactive,127.54584,NO,NO,Offline,Denied,3167
27,level_1,-1,921.6,0.0,5,Inactive,28.34352,YES,NO,Offline,Denied,3168
55,level_3,23,2763.9,6165.0,4,Inactive,70.8588,NO,NO,Online,Denied,3169
56,level_3,24,4464.0,9778.5,4,Active,99.20231999999999,NO,NO,Online,Denied,3170
52,level_2,23,1346.4,7369.2,2,Active,35.4294,NO,NO,Offline,Denied,3171
47,level_2,19,6589.8,0.0,3,Inactive,120.45996000000001,NO,NO,Offline,Denied,3172
65,level_2,37,2267.1,9990.9,4,Inactive,49.60115999999999,NO,NO,Offline,Denied,3173
63,level_1,36,3613.5,0.0,4,Active,106.2882,NO,NO,Offline,Denied,3174
53,level_3,26,6944.4,0.0,2,Active,92.11644000000001,NO,NO,Online,Denied,3175
67,level_1,40,4535.1,0.0,3,Active,106.2882,NO,NO,Offline,Denied,3176
67,level_3,39,12045.6,7014.6,4,Inactive,559.78452,NO,YES,Online,Applied,3177
44,level_3,17,9849.6,0.0,3,Inactive,205.49052,NO,NO,Online,Applied,3178
58,level_2,32,6235.2,0.0,5,Active,70.8588,NO,NO,Online,Denied,3179
61,level_2,33,6589.8,0.0,3,Inactive,49.60115999999999,NO,NO,Offline,Denied,3180
43,level_3,16,6448.5,0.0,4,Inactive,35.4294,NO,NO,Offline,Denied,3181
64,level_1,37,6944.4,10700.1,2,Inactive,63.77292,NO,NO,Online,Denied,3182
62,level_2,35,3472.2,0.0,4,Active,35.4294,NO,NO,Online,Denied,3183
56,level_1,28,3684.6,0.0,5,Inactive,177.147,NO,NO,Online,Denied,3184
66,level_2,40,4464.0,0.0,5,Inactive,85.03056,NO,NO,Online,Denied,3185
54,level_1,28,1558.8,0.0,3,Active,28.34352,NO,NO,Online,Denied,3186
25,level_1,-1,4322.7,16935.3,5,Inactive,184.23288000000002,NO,NO,Online,Denied,3187
31,level_3,4,638.1,6093.9,5,Active,35.4294,NO,NO,Online,Denied,3188
44,level_3,18,5881.5,0.0,5,Inactive,141.7176,NO,NO,Online,Denied,3189
50,level_1,23,9353.7,11124.9,2,Inactive,42.51528,NO,NO,Offline,Denied,3190
62,level_1,34,4535.1,0.0,4,Inactive,177.147,NO,NO,Online,Denied,3191
30,level_2,3,3897.0,0.0,5,Active,120.45996000000001,NO,NO,Online,Denied,3192
37,level_1,10,9849.6,0.0,3,Inactive,552.69864,NO,NO,Offline,Denied,3193
56,level_1,28,6022.8,0.0,5,Inactive,347.20812,NO,NO,Online,Denied,3194
47,level_3,21,5172.3,0.0,2,Inactive,56.68704,NO,NO,Online,Denied,3195
56,level_2,28,6306.3,0.0,2,Active,134.63172,NO,NO,Online,Denied,3196
29,level_3,1,2905.2,0.0,2,Active,134.63172,NO,NO,Offline,Denied,3197
64,level_1,37,4322.7,0.0,5,Inactive,120.45996000000001,NO,NO,Offline,Denied,3198
56,level_2,30,5526.9,0.0,4,Inactive,127.54584,NO,NO,Offline,Denied,3199
56,level_3,29,4606.2,0.0,5,Active,127.54584,NO,NO,Offline,Denied,3200
31,level_1,3,12187.8,29406.6,3,Inactive,318.8646,NO,NO,Online,Denied,3201
29,level_1,3,8715.6,0.0,2,Inactive,382.63752,NO,NO,Offline,Denied,3202
45,level_3,18,2054.7,0.0,2,Inactive,35.4294,NO,NO,Online,Denied,3203
34,level_1,7,3117.6,0.0,5,Inactive,56.68704,NO,NO,Online,Denied,3204
42,level_2,15,1558.8,0.0,3,Active,99.20231999999999,NO,NO,Online,Denied,3205
34,level_1,7,9495.0,0.0,3,Inactive,219.66228,NO,NO,Offline,Denied,3206
29,level_1,3,7723.8,0.0,3,Inactive,177.147,NO,NO,Online,Denied,3207
37,level_2,10,7369.2,0.0,4,Active,42.51528,NO,NO,Offline,Denied,3208
54,level_3,27,4109.4,6448.5,5,Inactive,127.54584,NO,NO,Offline,Denied,3209
38,level_1,11,9423.9,20548.8,2,Active,269.26344,YES,YES,Online,Denied,3210
59,level_1,32,4818.6,13038.3,3,Inactive,262.17756,NO,NO,Offline,Denied,3211
